CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3087,2,§,§,1.0,1.0,1.0,256462,132769.38963687513,,123692.61036312487
3088,2,©ª©§,©§,0.5,0.5,0.6666666666666666,1888363,80888.385255928544,,1807474.6147440714
3089,2,ª§,§,0.5,0.5,0.5,520705,108896.32941181792,,411808.67058818205
3090,2,§,§,1.0,1.0,1.0,1800,48393.694466076275,,46593.694466076275
3091,2,§§,§,0.5,0.5,1.0,511776,31814.469843591884,,479961.53015640809
3092,2,§,§,1.0,1.0,1.0,8322,32479.84825377597,,24157.84825377597
3093,2,§,§,1.0,1.0,1.0,63707,30926.20254101215,,32780.79745898785
3094,2,§,§,1.0,1.0,1.0,1200770,49950.933698570232,,1150819.0663014299
3095,2,§,§,1.0,1.0,1.0,355,39171.072660425074,,38816.072660425074
3096,2,§,§,1.0,1.0,1.0,2073582,67457.618864896314,,2006124.3811351038
3098,2,§,§,1.0,1.0,1.0,1834,39583.463050381324,,37749.463050381324
3099,2,ª§,§,0.5,0.5,0.5,967517,70267.376528141831,,897249.62347185821
3100,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,3024662,35818.101146299101,,2988843.8988537011
3101,2,§,§,1.0,1.0,1.0,3060,71523.887422781976,,68463.887422781976
3102,2,ª§,§,0.5,0.5,0.5,14445,87268.551088863751,,72823.551088863751
3104,2,§,§,1.0,1.0,1.0,603250,31896.226195332874,,571353.77380466717
3105,2,ª§,§,0.5,0.5,0.5,795902,28805.158498914901,,767096.84150108509
3106,2,§§,§,0.5,0.5,1.0,1468100,49401.54528014674,,1418698.4547198534
3107,2,§,§,1.0,1.0,1.0,101552,31960.066327595083,,69591.933672404921
3109,2,§,§,1.0,1.0,1.0,9496,31328.700929221766,,21832.700929221766
3110,2,ª§,§,0.5,0.5,0.5,1187727,48607.658494079064,,1139119.341505921
3111,2,§,§,1.0,1.0,1.0,422936,36179.239301113441,,386756.76069888659
3114,2,©ª©§,§,0.25,0.25,0.33333333333333326,933457,52410.93822703795,,881046.0617729621
3115,2,ª§,§,0.5,0.5,0.5,3570313,64413.656802215912,,3505899.3431977839
3116,2,§,§,1.0,1.0,1.0,15,39377.239143513005,,39362.239143513005
3117,2,§,§,1.0,1.0,1.0,265,34736.203878579807,,34471.203878579807
3119,2,¢©§,©§,0.6666666666666667,0.6666666666666667,0.6666666666666666,196171,81148.164393762447,,115022.83560623755
3120,2,§,§,1.0,1.0,1.0,13,40895.995376239196,,40882.995376239196
3122,2,ª§,§,0.5,0.5,0.5,498082,87559.133551415565,,410522.86644858442
3123,2,§,§,1.0,1.0,1.0,19877,64474.912864360987,,44597.912864360987
3124,2,§,§,1.0,1.0,1.0,6364,32409.612925761889,,26045.612925761889
3125,2,§,§,1.0,1.0,1.0,191661,49196.521228057958,,142464.47877194203
