CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
1497,2,§,,0.0,0.0,0.0,0,0,,0.0
1500,2,§,,0.0,0.0,0.0,0,0,,0.0
1505,2,§,§,1.0,1.0,1.0,874,58111.330414738884,,57237.330414738884
1521,2,§,§,1.0,1.0,1.0,12875,56923.117551101044,,44048.117551101044
1526,2,ª§,§,0.5,0.5,0.5,519921,58621.737153196569,,461299.26284680341
1536,2,§,§,1.0,1.0,1.0,617193,60136.189624698432,,557056.81037530152
1537,2,ª§,§,0.5,0.5,0.5,275037,59302.855723813431,,215734.14427618656
1548,2,§,§,1.0,1.0,1.0,15515,60103.585006659101,,44588.585006659101
1552,2,§,§,1.0,1.0,1.0,260654,54523.37776899078,,206130.62223100921
1555,2,§,§,1.0,1.0,1.0,4663,56755.101614315521,,52092.101614315521
1559,2,§§,§,0.5,0.5,1.0,22876,56813.552978134627,,33937.552978134627
1566,2,§,§,1.0,1.0,1.0,15701,56488.135437021323,,40787.135437021323
1587,2,ª§,§,0.5,0.5,0.5,2148341,57510.03694345968,,2090830.9630565403
1591,2,§,§,1.0,1.0,1.0,5828,56583.95457034713,,50755.95457034713
1592,2,ª§,§,0.5,0.5,0.5,1804649,54830.220228303035,,1749818.779771697
1619,2,§,,0.0,0.0,0.0,0,0,,0.0
1630,2,§,§,1.0,1.0,1.0,23520,50946.039455700411,,27426.039455700411
1649,2,§,§,1.0,1.0,1.0,3972,55322.420606075801,,51350.420606075801
1660,2,§,§,1.0,1.0,1.0,357038,56282.727552295262,,300755.27244770474
1682,2,§,§,1.0,1.0,1.0,1374323,56139.494510200362,,1318183.5054897997
1683,2,§,§,1.0,1.0,1.0,64234,62687.848551262236,,1546.1514487377644
1689,2,ª§,§,0.5,0.5,0.5,1920389,58443.953129137859,,1861945.0468708621
1690,2,ª§,§,0.5,0.5,0.5,59138,54291.65770363342,,4846.3422963665798
1696,2,§,§,1.0,1.0,1.0,68746,53994.081629092077,,14751.918370907923
1698,2,§,§,1.0,1.0,1.0,297,56326.272911649226,,56029.272911649226
1708,2,§,§,1.0,1.0,1.0,5033,56804.183835019881,,51771.183835019881
1722,2,§,§,1.0,1.0,1.0,409057,56949.653382245393,,352107.34661775461
1737,2,ª§,§,0.5,0.5,0.5,875283,59714.874370349324,,815568.12562965066
1739,2,§,§,1.0,1.0,1.0,689078,55890.704470548779,,633187.29552945122
1741,2,§,§,1.0,1.0,1.0,5475,56728.704809165771,,51253.704809165771
1742,2,§,§,1.0,1.0,1.0,268879,57806.186490404209,,211072.81350959578
1750,2,ª§,§,0.5,0.5,0.5,713119,56983.448788151567,,656135.55121184839
