CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
1497,2,§,,0.0,0.0,0.0,0,0,,0.0
1500,2,§,§,1.0,1.0,1.0,0,1338.6541013226386,,1338.6541013226386
1505,2,§,§,1.0,1.0,1.0,874,31549.135710582192,,30675.135710582192
1521,2,§,§,1.0,1.0,1.0,12875,31462.864036320738,,18587.864036320738
1526,2,ª§,§,0.5,0.5,0.5,519921,32150.994352752514,,487770.00564724748
1536,2,§,§,1.0,1.0,1.0,617193,34033.68134940209,,583159.31865059794
1537,2,ª§,§,0.5,0.5,0.5,275037,32016.538082143175,,243020.46191785682
1548,2,§,§,1.0,1.0,1.0,15515,28603.94557246086,,13088.94557246086
1552,2,§,§,1.0,1.0,1.0,260654,32401.488971990133,,228252.51102800987
1555,2,§,§,1.0,1.0,1.0,4663,27755.902116885703,,23092.902116885703
1559,2,§§,§,0.5,0.5,1.0,22876,32112.278635558985,,9236.2786355589851
1566,2,§,§,1.0,1.0,1.0,15701,31220.451058595649,,15519.451058595649
1587,2,ª§,§,0.5,0.5,0.5,2148341,29649.378739638392,,2118691.6212603617
1591,2,§,§,1.0,1.0,1.0,5828,31374.63088661365,,25546.63088661365
1592,2,ª§,§,0.5,0.5,0.5,1804649,31006.961532357054,,1773642.0384676429
1619,2,§,,0.0,0.0,0.0,0,0,,0.0
1630,2,§,§,1.0,1.0,1.0,23520,24810.346279952475,,1290.346279952475
1649,2,§,§,1.0,1.0,1.0,3972,30980.038846271189,,27008.038846271189
1660,2,§,§,1.0,1.0,1.0,357038,31738.767167224712,,325299.23283277528
1682,2,§,§,1.0,1.0,1.0,1374323,31315.720132551491,,1343007.2798674486
1683,2,§,§,1.0,1.0,1.0,64234,32879.723281913459,,31354.276718086541
1689,2,ª§,§,0.5,0.5,0.5,1920389,26680.666007690579,,1893708.3339923094
1690,2,ª§,§,0.5,0.5,0.5,59138,30938.252467979408,,28199.747532020592
1696,2,§,§,1.0,1.0,1.0,68746,30301.392520514924,,38444.607479485072
1698,2,§,§,1.0,1.0,1.0,297,31310.787732047211,,31013.787732047211
1708,2,§,§,1.0,1.0,1.0,5033,31358.292309943219,,26325.292309943219
1722,2,§,§,1.0,1.0,1.0,409057,29999.062361418899,,379057.93763858109
1737,2,ª§,§,0.5,0.5,0.5,875283,33311.782827802221,,841971.21717219776
1739,2,§,§,1.0,1.0,1.0,689078,31575.997950583449,,657502.00204941654
1741,2,§,§,1.0,1.0,1.0,5475,27037.361375285993,,21562.361375285993
1742,2,§,§,1.0,1.0,1.0,268879,31241.987998542649,,237637.01200145736
1750,2,ª§,§,0.5,0.5,0.5,713119,31470.120588778322,,681648.87941122171
1751,2,§,§,1.0,1.0,1.0,82485,30778.366529574101,,51706.633470425899
1780,2,ª§,§,0.5,0.5,0.5,3007494,32849.194986880524,,2974644.8050131192
1787,2,ªª§§,§,0.25,0.25,0.5,1488546,32355.719196722468,,1456190.2808032776
1791,2,§,§,1.0,1.0,1.0,1220132,32151.958467802062,,1187980.041532198
1797,2,§,§,1.0,1.0,1.0,110219,26697.349127043293,,83521.650872956699
1801,2,§,§,1.0,1.0,1.0,374966,28840.984893264009,,346125.01510673598
1808,2,§,§,1.0,1.0,1.0,10279,28615.690246700833,,18336.690246700833
1810,2,ª§,§,0.5,0.5,0.5,696151,33448.974283740215,,662702.02571625984
1813,2,ª§,§,0.5,0.5,0.5,527421,24913.263294763761,,502507.73670523625
1815,2,§,§,1.0,1.0,1.0,86584,26479.906426871123,,60104.093573128877
1817,2,§,§,1.0,1.0,1.0,152584,29492.243098082901,,123091.75690191711
1829,2,§,§,1.0,1.0,1.0,13495,30580.175907350625,,17085.175907350625
1835,2,§,§,1.0,1.0,1.0,449800,32696.752983795101,,417103.24701620487
1844,2,ª§,§,0.5,0.5,0.5,264683,30607.382690034166,,234075.61730996583
1847,2,§,§,1.0,1.0,1.0,2793496,29002.39407300152,,2764493.6059269984
1854,2,ª§,§,0.5,0.5,0.5,1386643,33154.623007812879,,1353488.3769921872
1856,2,ª§,§,0.5,0.5,0.5,1644873,31651.866853683299,,1613221.1331463167
1871,2,§,§,1.0,1.0,1.0,254164,30299.143926167384,,223864.85607383261
1873,2,§§,§,0.5,0.5,1.0,1284,32687.084632561528,,31403.084632561528
1880,2,§,§,1.0,1.0,1.0,604159,32664.236012578462,,571494.76398742152
1885,2,ª§,§,0.5,0.5,0.5,1305643,28192.85175101952,,1277450.1482489805
1886,2,§,§,1.0,1.0,1.0,85253,31272.483048229042,,53980.516951770958
1887,2,§,§,1.0,1.0,1.0,1471159,28876.345852761609,,1442282.6541472385
1898,2,ª§,§,0.5,0.5,0.5,260023,30244.19843525573,,229778.80156474427
1902,2,§,§,1.0,1.0,1.0,91979,27314.99326420985,,64664.00673579015
1908,2,ª§,§,0.5,0.5,0.5,1636815,32170.216207658901,,1604644.7837923411
1920,2,§,§,1.0,1.0,1.0,62972,31898.115135476979,,31073.884864523021
1922,2,§,§,1.0,1.0,1.0,2835043,26508.82383374916,,2808534.1761662508
1946,2,§,§,1.0,1.0,1.0,1563258,32262.227237654199,,1530995.7727623458
1950,2,§,§,1.0,1.0,1.0,578784,30358.362955261062,,548425.63704473898
1955,2,§,§,1.0,1.0,1.0,93444,32582.742601305526,,60861.257398694477
1960,2,ª§,§,0.5,0.5,0.5,596720,31207.340302843459,,565512.65969715652
1962,2,§,§,1.0,1.0,1.0,1499,28351.78868589643,,26852.78868589643
1968,2,§,§,1.0,1.0,1.0,1978,32109.606918619167,,30131.606918619167
1972,2,§,§,1.0,1.0,1.0,2269953,28948.294827274422,,2241004.7051727255
1974,2,§,§,1.0,1.0,1.0,3988,28466.037830420217,,24478.037830420217
1977,2,§,§,1.0,1.0,1.0,35,30229.25616313982,,30194.25616313982
1979,2,ª§,§,0.5,0.5,0.5,696587,26317.913942417115,,670269.08605758287
1982,2,§,§,1.0,1.0,1.0,1281504,32690.929003542802,,1248813.0709964572
1988,2,§,§,1.0,1.0,1.0,1024846,31004.468131366841,,993841.53186863312
1992,2,§,§,1.0,1.0,1.0,240033,30531.855307312366,,209501.14469268764
1998,2,ª§,§,0.5,0.5,0.5,1807150,31870.97182118228,,1775279.0281788178
1999,2,§§,§,0.5,0.5,1.0,83830,31881.229521740817,,51948.770478259183
2002,2,§,§,1.0,1.0,1.0,1465035,30930.971737087981,,1434104.0282629121
2012,2,§,§,1.0,1.0,1.0,8924,31884.221602929076,,22960.221602929076
2014,2,ª§,§,0.5,0.5,0.5,949379,32146.074041465155,,917232.92595853482
2024,2,ª§,§,0.5,0.5,0.5,769025,32003.270166570997,,737021.72983342898
2029,2,§,§,1.0,1.0,1.0,346270,20905.517124846632,,325364.48287515336
2047,2,§,§,1.0,1.0,1.0,123,30635.012595309981,,30512.012595309981
2061,2,§,§,1.0,1.0,1.0,89262,31123.543895746836,,58138.456104253164
2073,2,ª§,§,0.5,0.5,0.5,1535432,31407.516578946415,,1504024.4834210535
2074,2,§,§,1.0,1.0,1.0,338,31065.328271657709,,30727.328271657709
2078,2,©§,©§,1.0,1.0,1.0,507983,819748.95466594934,,311765.95466594934
2080,2,©§,§,0.5,0.5,0.5,3012518,32120.015734389232,,2980397.9842656106
2084,2,§,§,1.0,1.0,1.0,1277,30553.748879158575,,29276.748879158575
2095,2,§,§,1.0,1.0,1.0,307,26532.38571753064,,26225.38571753064
2096,2,§,§,1.0,1.0,1.0,761133,25445.689030693215,,735687.31096930674
2097,2,§,§,1.0,1.0,1.0,1814167,32246.045820803756,,1781920.9541791962
2128,2,§§,§,0.5,0.5,1.0,247855,31026.014138226532,,216828.98586177346
2139,2,¥©ª§,§,0.25,0.25,0.25,3712579,25812.376136074876,,3686766.6238639252
2160,2,§,§,1.0,1.0,1.0,12,30453.783144428431,,30441.783144428431
2167,2,§,§,1.0,1.0,1.0,2413088,30936.191256494163,,2382151.8087435057
2171,2,§,§,1.0,1.0,1.0,14966,34026.328083209126,,19060.328083209126
2174,2,§,§,1.0,1.0,1.0,354945,31793.658256660219,,323151.34174333978
2187,2,§,§,1.0,1.0,1.0,857,32256.460681182281,,31399.460681182281
2188,2,§,§,1.0,1.0,1.0,87900,31645.568371666806,,56254.431628333194
2193,2,§,§,1.0,1.0,1.0,350391,27333.356784714757,,323057.64321528526
2202,2,§,§,1.0,1.0,1.0,666,32664.598689086128,,31998.598689086128
2214,2,§,§,1.0,1.0,1.0,244570,31903.515993136996,,212666.484006863
2220,2,§,§,1.0,1.0,1.0,8459,30846.513445364864,,22387.513445364864
2225,2,©§,©§,1.0,1.0,1.0,2617,63824.59157385357,,61207.59157385357
2227,2,§,§,1.0,1.0,1.0,11985,4654.6870131426576,,7330.3129868573424
2237,2,§,,0.0,0.0,0.0,1,0,,1.0
2240,2,§,§,1.0,1.0,1.0,1643,31689.379693793064,,30046.379693793064
2241,2,ª§,§,0.5,0.5,0.5,1218234,31005.649852320988,,1187228.350147679
2242,2,§,§,1.0,1.0,1.0,341665,30241.091506506709,,311423.90849349328
2250,2,§,©§,0.5,0.5,0.5,1194858,726284.62550295296,,468573.37449704704
2258,2,§,§,1.0,1.0,1.0,519259,28884.905018342568,,490374.09498165746
2259,2,©§,©§,1.0,1.0,1.0,1638,43668.37015845687,,42030.37015845687
2273,2,§,§,1.0,1.0,1.0,284800,28618.177603082586,,256181.82239691741
2293,2,§§,§,0.5,0.5,1.0,1125,30796.39759661365,,29671.39759661365
2296,2,§,§,1.0,1.0,1.0,1111,31238.318921206741,,30127.318921206741
2313,2,§,§,1.0,1.0,1.0,25,29823.034296118149,,29798.034296118149
2318,2,ªªª§,§,0.25,0.25,0.5,1147926,28477.280802157915,,1119448.7191978421
2342,2,ªª§,§,0.33333333333333337,0.33333333333333337,0.5,1182527,31710.499555756247,,1150816.5004442437
2366,2,ª§,§,0.5,0.5,0.5,1906236,26847.358175223115,,1879388.6418247768
2367,2,§,§,1.0,1.0,1.0,1463607,24923.703844728243,,1438683.2961552718
2374,2,§,§,1.0,1.0,1.0,18,30093.657461531326,,30075.657461531326
2380,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,1726326,27346.926930709989,,1698979.07306929
2386,2,§,§,1.0,1.0,1.0,418945,30051.194087091899,,388893.80591290811
2388,2,§,§,1.0,1.0,1.0,1148969,32928.288688594395,,1116040.7113114055
2390,2,§,§,1.0,1.0,1.0,420568,26491.696435674552,,394076.30356432544
2403,2,§,§,1.0,1.0,1.0,354665,30955.99339381282,,323709.00660618721
2415,2,§,§,1.0,1.0,1.0,686227,26025.575521107334,,660201.4244788927
2419,2,ª§,§,0.5,0.5,0.5,797110,31619.543309937417,,765490.45669006254
2431,2,§,§,1.0,1.0,1.0,155218,31003.195741285774,,124214.80425871423
2440,2,§,§,1.0,1.0,1.0,259376,26346.118085496739,,233029.88191450326
2454,2,ª§,§,0.5,0.5,0.5,922881,32816.523878148131,,890064.47612185183
2455,2,ª§,§,0.5,0.5,0.5,3370145,30791.407772328988,,3339353.5922276708
2462,2,§§,§,0.5,0.5,1.0,158155,30943.042820184852,,127211.95717981514
2474,2,§,§,1.0,1.0,1.0,88254,29902.69619102736,,58351.30380897264
2484,2,§,§,1.0,1.0,1.0,598701,31444.319177561996,,567256.68082243798
2487,2,§,§,1.0,1.0,1.0,614383,32087.308358006067,,582295.69164199394
2489,2,§,§,1.0,1.0,1.0,13446,31884.028175458319,,18438.028175458319
2491,2,§,§,1.0,1.0,1.0,439940,31879.615611281693,,408060.38438871829
2493,2,§,§,1.0,1.0,1.0,539686,31198.575620574822,,508487.42437942518
2497,2,§,§,1.0,1.0,1.0,1090,28350.053883268087,,27260.053883268087
2504,2,ª§,§,0.5,0.5,0.5,2772519,32949.468996642187,,2739569.5310033578
2511,2,§,§,1.0,1.0,1.0,281327,32594.84995205317,,248732.15004794684
2521,2,§,§,1.0,1.0,1.0,164215,33408.375671011054,,130806.62432898895
2532,2,§,§,1.0,1.0,1.0,1380725,31298.372106268052,,1349426.6278937319
2533,2,§,§,1.0,1.0,1.0,3617,27259.530959274765,,23642.530959274765
2534,2,§,§,1.0,1.0,1.0,500521,30674.964434933812,,469846.03556506621
2536,2,§,§,1.0,1.0,1.0,465038,30784.323491212544,,434253.67650878744
2539,2,§,§,1.0,1.0,1.0,1475493,31984.876423023783,,1443508.1235769761
2549,2,§,§,1.0,1.0,1.0,391,31407.150880134519,,31016.150880134519
2572,2,£©ª§,§,0.25,0.25,0.25,3629890,31876.677931569586,,3598013.3220684305
2573,2,§,§,1.0,1.0,1.0,487,30621.339690970912,,30134.339690970912
2575,2,ª§,§,0.5,0.5,0.5,859802,33067.731761184164,,826734.26823881583
2576,2,ª§,§,0.5,0.5,0.5,2510667,31223.872306984646,,2479443.1276930152
2582,2,§,§,1.0,1.0,1.0,77557,31440.910018389921,,46116.089981610079
2584,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,263933,32920.092199521103,,231012.90780047889
2586,2,§,§,1.0,1.0,1.0,369,26734.478134515775,,26365.478134515775
2592,2,§,§,1.0,1.0,1.0,67833,31925.890111355864,,35907.109888644132
2600,2,§,§,1.0,1.0,1.0,190702,30996.927482311581,,159705.07251768842
2603,2,§,§,1.0,1.0,1.0,516384,32077.68836364018,,484306.31163635984
2607,2,§,§,1.0,1.0,1.0,2572738,33029.09462390063,,2539708.9053760995
2609,2,ª§,§,0.5,0.5,0.5,961333,34031.305818276865,,927301.69418172317
2617,2,§,§,1.0,1.0,1.0,588910,26331.190924901981,,562578.80907509802
2618,2,§,§,1.0,1.0,1.0,64,30354.319112200566,,30290.319112200566
2623,2,ª©ª§,§,0.25,0.25,0.33333333333333326,3118921,31120.615282947419,,3087800.3847170528
2628,2,ª§,§,0.5,0.5,0.5,946798,30047.549188189842,,916750.45081181021
2634,2,§,§,1.0,1.0,1.0,23611,28645.762173794945,,5034.7621737949448
2641,2,ª§,§,0.5,0.5,0.5,3116580,27980.915689155438,,3088599.0843108445
2648,2,§,§,1.0,1.0,1.0,105271,30730.608078122728,,74540.391921877279
2656,2,§,§,1.0,1.0,1.0,21,31144.687936143866,,31123.687936143866
2684,2,¢©§,©§,0.6666666666666667,0.6666666666666667,0.6666666666666666,231557,65412.00246948126,,166144.99753051874
2688,2,ª§,§,0.5,0.5,0.5,3116706,27966.934509784849,,3088739.0654902151
2689,2,§,§,1.0,1.0,1.0,65697,30889.593369867325,,34807.406630132675
2691,2,ª§,§,0.5,0.5,0.5,339022,30310.453388598158,,308711.54661140183
2713,2,ª§,§,0.5,0.5,0.5,1549774,30814.277548441667,,1518959.7224515583
2714,2,§,§,1.0,1.0,1.0,1212993,32880.58463861917,,1180112.4153613809
2719,2,ª§,§,0.5,0.5,0.5,930957,30555.127049887709,,900401.87295011233
2723,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,174990,31237.829307921391,,143752.17069207859
2729,2,ª§,§,0.5,0.5,0.5,3674,30904.608177284768,,27230.608177284768
2739,2,ª§,§,0.5,0.5,0.5,1812157,30312.671759903391,,1781844.3282400966
2761,2,§,§,1.0,1.0,1.0,76636,31448.774053997848,,45187.225946002152
2764,2,ª§§,§,0.33333333333333337,0.33333333333333337,0.5,1897967,31213.650874076877,,1866753.3491259231
2772,2,§,§,1.0,1.0,1.0,12727,33070.693619330115,,20343.693619330115
2779,2,§,§,1.0,1.0,1.0,2235663,30812.264693824112,,2204850.7353061759
2789,2,§,§,1.0,1.0,1.0,18,25397.093400969974,,25379.093400969974
2791,2,§,§,1.0,1.0,1.0,530,26370.302563949714,,25840.302563949714
2792,2,§§,§,0.5,0.5,1.0,11639,28963.113184916878,,17324.113184916878
2801,2,ª©§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,866157,26234.144736058566,,839922.85526394146
2803,2,§,§,1.0,1.0,1.0,106248,31803.35985324033,,74444.640146759673
2840,2,§,§,1.0,1.0,1.0,12352,30636.692996462178,,18284.692996462178
2844,2,§,§,1.0,1.0,1.0,81707,30325.855050957111,,51381.144949042893
2846,2,ª§,§,0.5,0.5,0.5,329972,31600.143139081425,,298371.85686091857
2847,2,§,§,1.0,1.0,1.0,99006,31865.616298085723,,67140.383701914281
2854,2,§,§,1.0,1.0,1.0,4077,32058.575311686091,,27981.575311686091
2875,2,ª§,§,0.5,0.5,0.5,3294741,33520.004477766939,,3261220.9955222332
2876,2,§,§,1.0,1.0,1.0,7339,30815.64362995388,,23476.64362995388
2880,2,§,§,1.0,1.0,1.0,348621,31895.307414846782,,316725.69258515321
2883,2,§,§,1.0,1.0,1.0,75884,31890.58053103018,,43993.41946896982
2886,2,§,§,1.0,1.0,1.0,4285,30362.817831696913,,26077.817831696913
2898,2,§©§,§,0.33333333333333337,0.33333333333333337,0.5,662998,27143.942933976839,,635854.05706602312
2899,2,§,§,1.0,1.0,1.0,276473,27320.016333841046,,249152.98366615895
2903,2,§,§,1.0,1.0,1.0,6162,31899.218276521133,,25737.218276521133
2906,2,§,§,1.0,1.0,1.0,9498,32158.63171554315,,22660.63171554315
2907,2,§,§,1.0,1.0,1.0,567311,31377.882885965737,,535933.11711403425
2908,2,§,§,1.0,1.0,1.0,88192,31064.385312737773,,57127.614687262227
2930,2,§,§,1.0,1.0,1.0,83510,25286.821608813607,,58223.178391186389
2939,2,§,§,1.0,1.0,1.0,39,32365.281767307973,,32326.281767307973
2946,2,ª§,§,0.5,0.5,0.5,615235,30606.986768179962,,584628.01323182008
2961,2,§,§,1.0,1.0,1.0,1847427,27289.01353704392,,1820137.9864629561
2973,2,§,§,1.0,1.0,1.0,63524,31457.085390631899,,32066.914609368101
2977,2,§,§,1.0,1.0,1.0,2386,31883.98284089486,,29497.98284089486
2985,2,©¥§,§,0.33333333333333337,0.33333333333333337,0.33333333333333326,2324072,31659.942450587369,,2292412.0575494128
2986,2,§,§,1.0,1.0,1.0,2207,31884.551034090207,,29677.551034090207
2989,2,§,§,1.0,1.0,1.0,427,30283.288918173846,,29856.288918173846
